PMID,Title,Year,Journal,Authors,PublicationTypes,Mesh,Dataset
34415433,Effect of periodontal disease on oxidative stress markers in patients with atherosclerosis.,2022 Feb,Clinical oral investigations,Sari A; Davutoglu V; Bozkurt E; Taner IL; Erciyas K,Journal Article,Antioxidants/analysis; *Atherosclerosis; *Chronic Periodontitis; Gingival Crevicular Fluid/chemistry; Humans; Oxidants; Oxidative Stress; Periodontal Index,Clinical
33964104,Effect of the local probiotics in the therapy of periodontitis A randomized prospective study.,2022 May,International journal of dental hygiene,Minic I; Pejcic A; Bradic-Vasic M,Journal Article; Randomized Controlled Trial,*Chronic Periodontitis/therapy; Dental Scaling/methods; Humans; Periodontal Pocket; Pilot Projects; *Probiotics/therapeutic use; Prospective Studies; Root Planing/methods,Clinical
39445591,The 2018 Classification of Periodontal Diseases: An Observational Study on Inter-examiner Agreement among Undergraduate Students.,2024 Oct 24,Oral health & preventive dentistry,Alshehri MK; Alamry N; AlHarthi SS; BinShabaib MS; Alkheraif G; Alzahrani M; Bin Rubaian R; Binnjefan S,Journal Article; Observational Study,"Humans; *Periodontal Diseases/classification/diagnosis; Students, Dental; Observer Variation; Female; Male; Periodontics/education",Clinical
26430927,Microbial Profiling in Experimentally Induced Biofilm Overgrowth Among Patients With Various Periodontal States.,2016 Jan,Journal of periodontology,Paes Batista da Silva A; Barros SP; Moss K; Preisser J; Marchesan JT; Ward M; Offenbacher S,Journal Article,"*Biofilms; Dental Plaque; Humans; Periodontal Index; Periodontal Pocket; Periodontitis; Prospective Studies; RNA, Ribosomal, 16S",Clinical
35338321,Is periodontal disease a risk factor for oral cancer?,2022 Mar,Evidence-based dentistry,Dhingra K,Journal Article,"Adolescent; Adult; Aged; Aged, 80 and over; Humans; Middle Aged; Young Adult; *Carcinoma, Squamous Cell/epidemiology/etiology; Case-Control Studies; *Mouth Neoplasms/epidemiology/etiology; *Periodontal Diseases/complications/epidemiology; Periodontal Index; Risk Factors; Review Literature as Topic",Clinical
34958402,Influence of symptomatic periodontal disease on changes in skeletal bone density during medication therapy for osteoporosis in postmenopausal women: the Japanese Osteoporosis Intervention Trial (JOINT)-04 and JOINT-05.,2021 Dec 27,Archives of osteoporosis,Taguchi A; Uemura Y; Tanaka S; Ohta H; Mori S; Hagino H; Shiraki M; Nakamura T; Soen S,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Bone Density; Female; Humans; Japan/epidemiology; *Osteoporosis; *Osteoporosis, Postmenopausal/diagnostic imaging/drug therapy; *Periodontal Diseases/complications/drug therapy; Postmenopause",Clinical
31093797,Photobiomodulation for the treatment of periodontal pockets in patients with type 2 diabetes: 1-year results of a randomized clinical trial.,2019 Dec,Lasers in medical science,Castro Dos Santos N; Andere NMRB; Miguel MMV; Dos Santos LM; Santamaria M Jr; Mathias IF; Jardini MAN; Santamaria MP,Journal Article; Randomized Controlled Trial,"Debridement; Diabetes Mellitus, Type 2/*complications/*radiotherapy; Female; Follow-Up Studies; Humans; *Low-Level Light Therapy; Male; Middle Aged; Periodontal Attachment Loss/therapy; Periodontal Pocket/*complications/*radiotherapy",Clinical
27801947,Prevalence of periodontal diseases in a multicenter cohort of perinatally HIV-infected and HIV-exposed and uninfected youth.,2017 Jan,Journal of clinical periodontology,Ryder MI; Yao TJ; Russell JS; Moscicki AB; Shiboski CH,"Journal Article; Research Support, N.I.H., Extramural","Adolescent; Child; Female; HIV Infections/*complications/transmission; Humans; Infectious Disease Transmission, Vertical; Male; Periodontal Diseases/*complications/*epidemiology; Prevalence; Prospective Studies; Risk Factors; Severity of Illness Index; Young Adult",Clinical
30127195,The analysis of matrix metalloproteinase-8 in gingival crevicular fluid and periodontal diseases.,2018 Jul-Aug,Indian journal of dental research : official publication of Indian Society for Dental Research,Kasuma N; Oenzil F; Darwin E; Sofyan Y,Journal Article,Adolescent; Adult; Biomarkers/analysis; Cross-Sectional Studies; Female; Gingival Crevicular Fluid/*enzymology; Humans; Male; Matrix Metalloproteinase 8/*analysis; Periodontal Diseases/*diagnosis; Young Adult,Clinical
24673467,Management of shortened dental arches and periodontal health: 5-year results of a randomised trial.,2014 Jul,Journal of oral rehabilitation,Walter MH; Marre B; Vach K; Strub J; Mundt T; Stark H; Pospiech P; Wostmann B; Heydecke G; Kern M; Hartmann S; Luthardt R; Huppertz J; Wolfart S; Hannak W,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Aged; Dental Arch/anatomy & histology/*physiopathology; Denture, Partial, Removable/*adverse effects; Female; Humans; Jaw, Edentulous, Partially/*rehabilitation; Male; Middle Aged; Molar; Periodontal Index; Tooth Loss/*rehabilitation; Treatment Outcome",Clinical
24607715,Mass spectrometry-based metabolomic profiling identifies alterations in salivary redox status and fatty acid metabolism in response to inflammation and oxidative stress in periodontal disease.,2014 May,Free radical biology & medicine,Huang Y; Zhu M; Li Z; Sa R; Chu Q; Zhang Q; Zhang H; Tang W; Zhang M; Yin H,"Journal Article; Research Support, Non-U.S. Gov't",Fatty Acids/*metabolism; Inflammation/*metabolism/pathology; Mass Spectrometry; *Metabolomics; Oxidation-Reduction; Oxidative Stress; Periodontal Diseases/*metabolism/pathology; Prostaglandin-Endoperoxide Synthases/metabolism; Saliva/metabolism,Clinical
26452978,Radiographic outcomes following treatment of intrabony defect with guided tissue regeneration in aggressive periodontitis.,2016 Jul,Clinical oral investigations,Rakmanee T; Griffiths GS; Auplish G; Darbar U; Petrie A; Olsen I; Donos N,Journal Article; Randomized Controlled Trial,"Adolescent; Adult; Aggressive Periodontitis/*diagnostic imaging/*surgery; Alveolar Bone Loss/*diagnostic imaging/*surgery; Female; Guided Tissue Regeneration, Periodontal/*methods; Humans; Male; Membranes, Artificial; Single-Blind Method; Surgical Flaps; Treatment Outcome",Clinical
28736819,Evaluation of DNA methylation of inflammatory genes following treatment of chronic periodontitis: A pilot case-control study.,2017 Sep,Journal of clinical periodontology,Asa'ad F; Bollati V; Pagni G; Castilho RM; Rossi E; Pomingi F; Tarantini L; Consonni D; Giannobile WV; Rasperini G,Journal Article,Adult; Aged; Case-Control Studies; Chronic Periodontitis/*genetics/*therapy; Cyclooxygenase 2/genetics; *DNA Methylation; Female; Gene Expression Profiling; Humans; Interferon-gamma/genetics; Long Interspersed Nucleotide Elements/genetics; Male; Middle Aged; Pilot Projects; Prospective Studies; Tumor Necrosis Factor-alpha/genetics,Clinical
29587489,"EB 2017 Article: Changes in advanced glycation end products, beta-defensin-3, and interleukin-17 during diabetic periodontitis development in rhesus monkeys.",2018 May,"Experimental biology and medicine (Maywood, N.J.)",Jiang H; Li Y; Ye C; Wu W; Liao G; Lu Y; Huang P,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Diabetes Complications/*pathology; Diabetes Mellitus, Experimental/*complications; *Disease Models, Animal; Enzyme-Linked Immunosorbent Assay; Gene Expression Profiling; Glycation End Products, Advanced/*analysis; Histocytochemistry; Interleukin-17/*analysis; Macaca mulatta; Male; Periodontitis/*pathology; Radiography; Real-Time Polymerase Chain Reaction; Reverse Transcriptase Polymerase Chain Reaction; beta-Defensins/*analysis",Clinical
30685794,Nuclear morphological changes in gingival epithelial cells of patients with periodontitis.,2019 Oct,Clinical oral investigations,Tadin A; Gavic L; Roguljic M; Jerkovic D; Zeljezic D,Journal Article,Cell Nucleus/*pathology; *DNA Damage; Epithelial Cells/cytology/*pathology; Female; Gingiva/*cytology; Humans; Male; Micronucleus Tests; Periodontitis/*pathology,Clinical
29022175,Dental anxiety and oral health-related quality of life in aggressive periodontitis patients.,2018 Apr,Clinical oral investigations,Levin L; Zini A; Levine J; Weiss M; Lev RA; Hai A; Chebath-Taub D; Almoznino G,Journal Article,Adolescent; Adult; Aggressive Periodontitis/*psychology; Case-Control Studies; Dental Anxiety/*psychology; Female; Humans; Male; Middle Aged; Pain Measurement; Periodontal Index; Quality of Life/*psychology; Surveys and Questionnaires,Clinical
26780271,Effect of photodynamic therapy adjunct to scaling and root planing in periodontitis patients: A randomized clinical trial.,2016 Dec,Australian dental journal,Pulikkotil SJ; Toh CG; Mohandas K; Leong K,Journal Article; Randomized Controlled Trial,Adolescent; Adult; Aggregatibacter actinomycetemcomitans/*isolation & purification; Chronic Periodontitis/drug therapy/microbiology/*surgery; Combined Modality Therapy; Dental Plaque/*microbiology; Dental Plaque Index; Dental Scaling; Female; Humans; Male; Middle Aged; Pasteurellaceae Infections/drug therapy/microbiology/*surgery; Periodontal Index; Photochemotherapy; Real-Time Polymerase Chain Reaction; Root Planing; Treatment Outcome; Young Adult,Clinical
23710672,Effect of periodontal therapy on the subgingival microbiota over a 2-year monitoring period. I. Overall effect and kinetics of change.,2013 Aug,Journal of clinical periodontology,Socransky SS; Haffajee AD; Teles R; Wennstrom JL; Lindhe J; Bogren A; Hasturk H; van Dyke T; Wang X; Goodson JM,"Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, N.I.H., Extramural",Amoxicillin/administration & dosage/therapeutic use; Anti-Bacterial Agents/therapeutic use; Bacterial Load; Bacteroides/isolation & purification; Biofilms/*classification; Capnocytophaga/isolation & purification; Chronic Periodontitis/microbiology/*therapy; Dental Scaling/methods; Drug Combinations; Eubacterium/isolation & purification; Female; Follow-Up Studies; Fusobacterium/isolation & purification; Humans; Male; Metronidazole/administration & dosage/therapeutic use; Middle Aged; Periodontal Pocket/microbiology/therapy; Prevotella/isolation & purification; Prospective Studies; Root Planing/methods; Single-Blind Method; Streptococcus/isolation & purification; Tetracycline/therapeutic use; Treponema denticola/isolation & purification,Clinical
30095173,Efficacy of adjunctive photodynamic therapy in the treatment of generalized aggressive periodontitis: A randomized controlled clinical trial.,2019 Feb,Lasers in surgery and medicine,Borekci T; Meseli SE; Noyan U; Kuru BE; Kuru L,Journal Article; Randomized Controlled Trial,Adult; Aggressive Periodontitis/*drug therapy/microbiology; Dental Scaling; Female; Humans; Male; Periodontal Index; Photochemotherapy/*methods; Prospective Studies; Root Planing,Clinical
40804716,Sex and gender differences in periodontal disease: a cross-sectional study in Switzerland.,2025 Aug 13,BMC oral health,Liechti L; Regitz-Zagrosek V; Gebert P; Schmidlin PR; Campus G,Journal Article; Observational Study,Humans; Cross-Sectional Studies; Female; Male; Switzerland/epidemiology; Sex Factors; Periodontal Index; Middle Aged; Adult; *Periodontal Diseases/epidemiology; Gingivitis/epidemiology; Periodontitis/epidemiology; Periodontal Pocket/classification/epidemiology; Aged; Self Concept,Clinical
21672162,Periodontal dressing may influence the clinical outcome of non-surgical periodontal treatment: a split-mouth study.,2012 Nov,International journal of dental hygiene,Genovesi AM; Ricci M; Marchisio O; Covani U,Comparative Study; Journal Article; Randomized Controlled Trial,Adult; Aged; Blood Coagulation/physiology; Connective Tissue/pathology; Dental Plaque Index; Dental Scaling/*methods; Double-Blind Method; Epithelial Attachment/pathology; Gingival Hemorrhage/therapy; Humans; Middle Aged; Periodontal Attachment Loss/therapy; *Periodontal Dressings; Periodontal Index; Periodontal Pocket/therapy; Periodontitis/therapy; Root Planing/*methods; Treatment Outcome; Wound Healing/physiology,Clinical
37814161,"Comparison of immunoexpression of dendritic cells, mast cells and blood vessels in periodontal disease between adults and elderly.",2023 Nov,Clinical oral investigations,de Vasconcelos Gurgel BC; Peixe PG; Queiroz SIML; de Almeida Freitas R; de Aquino Martins ARL; Duarte PM,Journal Article,Humans; Adult; Aged; Mast Cells/pathology; *Periodontal Diseases/pathology; *Periodontitis; *Gingivitis/pathology; Dendritic Cells,Clinical
27363844,Increased levels of interleukin-33 in gingival crevicular fluids of patients with chronic periodontitis.,2017 Apr,Odontology,Saglam M; Koseoglu S; Aral CA; Savran L; Pekbagriyanik T; Cetinkaya A,Clinical Trial; Comparative Study; Journal Article,Adult; Chronic Periodontitis/blood/*metabolism; Enzyme-Linked Immunosorbent Assay; Female; Gingival Crevicular Fluid/*chemistry; Gingivitis/blood/*metabolism; Humans; Interleukin-33/blood/*metabolism; Male; Middle Aged; Saliva/*chemistry,Clinical
28282558,Efficacy of scaling and root planning with and without adjunct Nd:YAG laser therapy on clinical periodontal parameters and gingival crevicular fluid interleukin 1-beta and tumor necrosis factor-alpha levels among patients with periodontal disease: A prospective randomized split-mouth clinical study.,2017 Apr,"Journal of photochemistry and photobiology. B, Biology",Abduljabbar T; Vohra F; Kellesarian SV; Javed F,Journal Article; Randomized Controlled Trial,"Aged; Combined Modality Therapy/methods; *Dental Scaling; Follow-Up Studies; Humans; Interleukin-1beta/analysis; Laser Therapy/*methods; Lasers, Solid-State; Male; Middle Aged; Periodontal Diseases/diagnosis/*therapy; Prospective Studies; *Root Planing; Tumor Necrosis Factor-alpha/analysis",Clinical
26007680,Effect of nonsurgical periodontal treatment in conjunction with either systemic administration of amoxicillin and metronidazole or additional photodynamic therapy on the concentration of matrix metalloproteinases 8 and 9 in gingival crevicular fluid in patients with aggressive periodontitis.,2015 May 26,BMC oral health,Skurska A; Dolinska E; Pietruska M; Pietruski JK; Dymicka V; Kemona H; Arweiler NB; Milewsk R; Sculean A,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Aggressive Periodontitis/drug therapy/enzymology/*therapy; Amoxicillin/administration & dosage/*therapeutic use; Anti-Bacterial Agents/administration & dosage/*therapeutic use; Anti-Infective Agents/administration & dosage/*therapeutic use; Combined Modality Therapy/methods; Dental Scaling/methods; Female; Follow-Up Studies; Gingival Crevicular Fluid/drug effects/*enzymology; Humans; Lasers, Semiconductor/therapeutic use; Male; Matrix Metalloproteinase 8/analysis/*drug effects; Matrix Metalloproteinase 9/analysis/*drug effects; Metronidazole/administration & dosage/*therapeutic use; Periodontal Debridement/*methods; Photochemotherapy/*methods; Photosensitizing Agents/therapeutic use; Prospective Studies; Root Planing/methods; Single-Blind Method",Clinical
33998024,Maintenance visit regularity has a different impact on periodontitis-related tooth loss depending on patient staging and grading.,2021 Aug,Journal of clinical periodontology,Ravida A; Galli M; Saleh MHA; Rodriguez MV; Qazi M; Troiano G; Chan HL; Wang HL,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Aged; Humans; *Periodontitis/complications/therapy; Retrospective Studies; *Tooth Loss/etiology,Clinical
34911520,Periodontitis as a risk for oral cancer: a case-control study.,2021 Dec 15,BMC oral health,Komlos G; Csurgay K; Horvath F; Pelyhe L; Nemeth Z,Journal Article,"*Carcinoma, Squamous Cell/epidemiology/etiology; Case-Control Studies; Humans; *Mouth Neoplasms/epidemiology/etiology; Periodontal Index; *Periodontitis/complications/epidemiology; Risk Factors",Clinical
22057609,Photodynamic therapy as an adjunctive to scaling and root planing in treatment of chronic periodontitis in smokers.,2011 Nov,Saudi medical journal,Al-Zahrani MS; Austah ON,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Adult; Chronic Disease; Humans; Periodontitis/complications/*drug therapy; *Photochemotherapy; Single-Blind Method; *Smoking,Clinical
31407353,"Melatonin as host modulating agent supporting nonsurgical periodontal therapy in patients affected by untreated severe periodontitis: A preliminary randomized, triple-blind, placebo-controlled study.",2020 Jan,Journal of periodontal research,Tinto M; Sartori M; Pizzi I; Verga A; Longoni S,Journal Article; Randomized Controlled Trial,"Administration, Oral; Female; Humans; Male; Melatonin/*therapeutic use; Middle Aged; Periodontitis/*therapy",Clinical
38185798,Periodontal disease in patients with WHIM syndrome.,2024 Apr,Journal of clinical periodontology,Brenchley L; McDermott DH; Gardner PJ; Silva LM; Gao JL; Cho E; Velez D; Moutsopoulos NM; Murphy PM; Fraser D,"Journal Article; Research Support, N.I.H., Extramural",Adult; Humans; Animals; Mice; *Immunologic Deficiency Syndromes/complications/genetics/diagnosis; *Primary Immunodeficiency Diseases/complications/genetics; *Warts/genetics/therapy; *Neutropenia/complications/genetics; *Periodontal Diseases/complications/genetics; *Periodontitis/complications/genetics,Clinical
41021535,"Exploring local adjuvant antibiotics as viable alternative to systemic antibiotics in non-surgical periodontal therapy: Clinical, immunological and microbiological insights.",2025,PloS one,Milinkovic I; Vuckovic M; Nikolic N; Carkic J; Aleksic Z; Jankovic S; Milasin J; Djinic Krasavcevic A,Journal Article; Randomized Controlled Trial,"Adult; Female; Humans; Male; Middle Aged; Amoxicillin/administration & dosage; *Anti-Bacterial Agents/administration & dosage; Metronidazole/administration & dosage; *Periodontitis/drug therapy/microbiology/immunology; Piperacillin/administration & dosage; Piperacillin, Tazobactam Drug Combination; Treatment Outcome; Tumor Necrosis Factor-alpha/metabolism",Clinical
28011387,The Kidney and Periodontal Disease (KAPD) study: A pilot randomized controlled trial testing the effect of non-surgical periodontal therapy on chronic kidney disease.,2017 Feb,Contemporary clinical trials,Grubbs V; Garcia F; Jue BL; Vittinghoff E; Ryder M; Lovett D; Carrillo J; Offenbacher S; Ganz P; Bibbins-Domingo K; Powe NR,"Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Adult; Albuminuria/metabolism; Creatinine/metabolism; Disease Progression; Female; Humans; Lipocalin-2/metabolism; Male; Middle Aged; Periodontal Diseases/complications/therapy; Periodontal Index; Periodontitis/complications/*therapy; Pilot Projects; Renal Insufficiency, Chronic/complications/*metabolism; Vulnerable Populations; Young Adult",Clinical
23713636,Evaluation of beta-2 microglobulin and alpha-2 macroglobulin levels in patients with different periodontal diseases.,2013 Jun,Australian dental journal,Ertugrul AS; Sahin H; Dikilitas A; Alpaslan N; Bozoglan A,"Journal Article; Research Support, Non-U.S. Gov't",Adult; Aggressive Periodontitis/immunology/*metabolism; Chronic Periodontitis/immunology/*metabolism; Enzyme-Linked Immunosorbent Assay; Female; Gingival Crevicular Fluid/immunology; Gingivitis/immunology/*metabolism; Humans; Male; alpha-Macroglobulins/*analysis; beta 2-Microglobulin/*analysis,Clinical
22878307,Oral diagnosis and treatment planning: part 3. Periodontal disease and assessment of risk.,2012 Aug,British dental journal,Corbet EF,Journal Article,Dental Plaque/*diagnosis; Gingiva/*physiopathology; Humans; Periodontal Diseases/classification/*diagnosis; Physical Examination/instrumentation/*methods; Risk Assessment/methods; Severity of Illness Index,Clinical
34267006,Evaluation of Inflammatory Acute Phase Protein Level and Different Leukocyte Counts in Chronic Periodontitis Normolipidemic Patients after Nonsurgical Periodontal Therapy.,2021 Apr 1,The journal of contemporary dental practice,Singh P; Tushar; Sharma S; Anand K; Kumar A; Nezam S,Journal Article; Randomized Controlled Trial,Acute-Phase Proteins; *Chronic Periodontitis/therapy; Dental Scaling; Female; Humans; Leukocyte Count; Male; Periodontal Attachment Loss; Periodontal Index,Clinical
40665270,Non-surgical periodontal therapy with and without hyaluronic acid gel in type 2 diabetic stage-II periodontitis patients: a randomized clinical trial.,2025 Jul 15,BMC oral health,Al-Abbadi R; Shemais N; Nawwar A; Fawzy El-Sayed KM,Journal Article; Randomized Controlled Trial,"Humans; *Hyaluronic Acid/administration & dosage/therapeutic use; *Diabetes Mellitus, Type 2/complications; Middle Aged; Male; Female; Gels; Glycated Hemoglobin/analysis; Periodontal Index; Dental Plaque Index; Treatment Outcome; Adult; Bone Density; *Periodontitis/therapy; Periodontal Attachment Loss/therapy; Dental Plaque/therapy; Periodontal Pocket/therapy; Gingival Recession/therapy; Aged; *Chronic Periodontitis/therapy",Clinical
31688575,Improved periodontal disease and prevention of tooth loss in osteoporosis patients receiving once-yearly zoledronic acid: a randomized clinical trial.,2019 Nov,"Menopause (New York, N.Y.)",Taguchi A; Shiraki M; Tanaka S; Ohshige H; Nakamura T,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Aged; Aged, 80 and over; Bone Density Conservation Agents/*administration & dosage; Drug Administration Schedule; Female; Humans; Male; Osteoporosis/complications/*drug therapy; Periodontal Diseases/etiology/*prevention & control; Tooth Loss/etiology/*prevention & control; Treatment Outcome; Zoledronic Acid/*administration & dosage",Clinical
40096907,Molecular detection of toxigenic Clostridioides difficile in subgingival biofilm of severe periodontitis.,2025 Jun,Anaerobe,Leite de Oliveira Rosa I; de Oliveira Ferreira E; Vieira Colombo AP,Journal Article,Humans; *Biofilms/growth & development; Female; Male; *Periodontitis/microbiology; Adult; Middle Aged; *Clostridioides difficile/genetics/isolation & purification; Saliva/microbiology; Feces/microbiology; *Bacterial Toxins/genetics; Aged; *Gingiva/microbiology; Young Adult; *Clostridium Infections/microbiology; Gingivitis/microbiology,Clinical
29807962,Effect of 0.8% Hyaluronic Acid in Conventional Treatment of Moderate to Severe Chronic Periodontitis.,2018 May 1,The journal of contemporary dental practice,Al-Shammari NM; Shafshak SM; Ali MS,Journal Article; Randomized Controlled Trial,"Administration, Topical; Adult; Biomarkers/metabolism; Chronic Periodontitis/diagnosis/genetics/*therapy; Combined Modality Therapy; Dental Scaling; Dose-Response Relationship, Drug; Female; Gels; Gene Expression; Humans; Hyaluronic Acid/*administration & dosage; Male; Middle Aged; Root Planing; Severity of Illness Index; Time Factors; Treatment Outcome; Young Adult; beta-Defensins/genetics/metabolism",Clinical
37392430,Prevalence of oral infections in chronic kidney disease patients: A cross-sectional study.,2024 May,Oral diseases,Palmeira E; de Liz Perez-Losada F; Diaz-Flores-Garcia V; Segura-Sampedro JJ; Segura-Egea JJ; Lopez-Lopez J,Journal Article,"Humans; Cross-Sectional Studies; Male; Female; Middle Aged; Prevalence; *Renal Insufficiency, Chronic/complications/epidemiology; Adult; Aged; Periapical Periodontitis/epidemiology/complications/diagnostic imaging; Renal Dialysis; Periodontitis/epidemiology/complications",Clinical
32023135,Entamoeba gingivalis Causes Oral Inflammation and Tissue Destruction.,2020 May,Journal of dental research,Bao X; Wiehe R; Dommisch H; Schaefer AS,"Journal Article; Research Support, Non-U.S. Gov't",*Entamoeba; Gingiva; Humans; Inflammation; Periodontal Pocket; Porphyromonas gingivalis,Clinical
40804578,Effects of periodontal disease prediction system on oral hygiene motivation in patients with periodontitis: a prospective randomized controlled clinical study.,2025 Aug 14,Clinical oral investigations,Gunpinar S; Gundogdu Ezer U; Gonulay S; Tasmektepligil AA; Gunpinar E,Journal Article; Randomized Controlled Trial,Humans; Female; Male; *Motivation; *Oral Hygiene; Adult; Middle Aged; Prospective Studies; *Periodontitis/therapy/diagnosis; Periodontal Index; Dental Plaque Index,Clinical
37910482,Suppression of subgingival bacteria by antimicrobial photodynamic therapy using transgingival irradiation: A randomized clinical trial.,2024 Aug,Journal of periodontology,Hayashi JI; Ono K; Iwamura Y; Sasaki Y; Ohno T; Goto R; Nishida E; Yamamoto G; Kikuchi T; Higuchi N; Mitani A; Fukuda M,Comparative Study; Journal Article; Randomized Controlled Trial,"Humans; *Photochemotherapy/methods; Female; Male; *Indocyanine Green/therapeutic use; *Photosensitizing Agents/therapeutic use; Middle Aged; *Periodontal Pocket/microbiology/therapy/drug therapy; *Dental Plaque/microbiology; *Chitosan/therapeutic use; *Nanoparticles/therapeutic use; *Bacterial Load/drug effects; Adult; Aged; Coloring Agents; Follow-Up Studies; Gingiva/microbiology; Porphyromonas gingivalis/drug effects; Real-Time Polymerase Chain Reaction; Colony Count, Microbial; Periodontal Index; Prevotella intermedia/drug effects",Clinical
28962734,Efficacy of combined orthodontic-periodontic treatment for patients with periodontitis and its effect on inflammatory cytokines: A comparative study.,2017 Oct,"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",Zhang J; Zhang AM; Zhang ZM; Jia JL; Sui XX; Yu LR; Liu HT,Comparative Study; Journal Article; Randomized Controlled Trial,"Adult; Combined Modality Therapy; Cytokines/*analysis/blood; Female; Gingival Crevicular Fluid/*chemistry; Humans; Male; Middle Aged; Orthodontics, Corrective; Periodontics; Periodontitis/*blood/immunology/*therapy; Treatment Outcome; Young Adult",Clinical
28303587,Different antibiotic protocols in the treatment of severe chronic periodontitis: A 1-year randomized trial.,2017 Aug,Journal of clinical periodontology,Borges I; Faveri M; Figueiredo LC; Duarte PM; Retamal-Valdes B; Montenegro SCL; Feres M,Journal Article; Randomized Controlled Trial,Amoxicillin/therapeutic use; Anti-Bacterial Agents/*therapeutic use; Chronic Periodontitis/drug therapy/microbiology/*therapy; Combined Modality Therapy; Dental Scaling; Double-Blind Method; Female; Humans; Male; Metronidazole/therapeutic use; Middle Aged; Periodontal Index; Prospective Studies; Root Planing; Treatment Outcome,Clinical
33641208,"Association among periodontitis severity, anti-agalactosyl immunoglobulin G titer, and the disease activity of rheumatoid arthritis.",2021 Aug,Journal of periodontal research,Kaneko C; Kobayashi T; Ito S; Sugita N; Murasawa A; Ishikawa H; Tabeta K,Journal Article; Randomized Controlled Trial,"*Arthritis, Rheumatoid; Autoantibodies; Humans; Immunoglobulin G; *Periodontitis; Retrospective Studies",Clinical
29111391,Short-term effects of adjunctive antimicrobial photodynamic therapy in obese patients with chronic periodontitis: A randomized controlled clinical trial.,2018 Mar,Photodiagnosis and photodynamic therapy,Vohra F; Akram Z; Bukhari IA; Sheikh SA; Javed F,Journal Article; Randomized Controlled Trial,Adult; Chronic Periodontitis/drug therapy/*epidemiology/*therapy; Dental Plaque Index; Dental Scaling/*methods; Enzyme-Linked Immunosorbent Assay; Female; Gingival Crevicular Fluid/immunology; Humans; Interleukin-6/biosynthesis; Male; Methylene Blue/therapeutic use; Middle Aged; Obesity/*epidemiology; Periodontal Index; Photochemotherapy/*methods; Photosensitizing Agents/therapeutic use; Root Planing/methods; Tumor Necrosis Factor-alpha/biosynthesis,Clinical
34125321,Efficacy of a combined Er:YAG laser and Nd:YAG laser in non-surgical treatment for severe periodontitis.,2022 Mar,Lasers in medical science,Zhu J; Wei R; Lv X; Qu C,Journal Article; Randomized Controlled Trial,"Dental Scaling; Follow-Up Studies; Humans; *Lasers, Solid-State/therapeutic use; Periodontal Attachment Loss/therapy; Periodontal Index; *Periodontitis/radiotherapy; Root Planing/methods; Treatment Outcome",Clinical
31062454,"Periodontal status of individuals with Down syndrome: sociodemographic, behavioural and family perception influence.",2019 Oct,Journal of intellectual disability research : JIDR,Nuernberg MAA; Ivanaga CA; Haas AN; Aranega AM; Casarin RCV; Caminaga RMS; Garcia VG; Theodoro LH,Journal Article; Observational Study,Adolescent; Adult; Brazil/epidemiology; Comorbidity; Cross-Sectional Studies; Down Syndrome/*epidemiology; Female; Gingivitis/epidemiology; Humans; Male; Periodontal Diseases/*epidemiology; Periodontitis/epidemiology; Prevalence; Young Adult,Clinical
26921460,Antimicrobial photodynamic therapy using diode laser activated indocyanine green as an adjunct in the treatment of chronic periodontitis: A randomized clinical trial.,2016 Jun,Photodiagnosis and photodynamic therapy,Monzavi A; Chinipardaz Z; Mousavi M; Fekrazad R; Moslemi N; Azaripour A; Bagherpasand O; Chiniforush N,Journal Article; Randomized Controlled Trial,"Adult; Chronic Periodontitis/*radiotherapy; Female; Humans; Indocyanine Green/*therapeutic use; *Lasers, Semiconductor; Male; Middle Aged; *Photochemotherapy; Photosensitizing Agents/*therapeutic use; Reference Standards; Reproducibility of Results",Clinical
41201882,Management of residual periodontal pockets using an oscillating chitosan device: A randomized clinical trial.,2026 Apr,Journal of periodontology,Tseleki G; Batas L; Davidopoulou S; Wohlfahrt JC; Menexes G; Tsalikis L,Journal Article; Randomized Controlled Trial,Humans; *Chitosan/therapeutic use; Female; *Periodontal Pocket/therapy; Male; Gingival Crevicular Fluid/chemistry/enzymology; Matrix Metalloproteinase 8/analysis; Middle Aged; Adult; Dental Scaling/instrumentation/methods; Gingival Recession/therapy; Periodontal Attachment Loss/therapy; Ultrasonic Therapy/instrumentation; Periodontal Index; Periodontal Debridement/instrumentation/methods; Treatment Outcome; Follow-Up Studies; Periodontitis/therapy,Clinical
