PMID,Title,Year,Journal,Authors,PublicationTypes,Mesh,Dataset
38936456,Efficacy of adjunctive local periodontal treatment for type 2 diabetes mellitus patients with periodontitis: A systematic review and network meta-analysis.,2024 Sep,Journal of dentistry,Lin SY; Sun JS; Lin IP; Hung MC; Chang JZ,"Journal Article; Network Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review","Humans; *Diabetes Mellitus, Type 2/complications; *Dental Scaling; *Glycated Hemoglobin/analysis; *Periodontitis/therapy/complications; Root Planing; Treatment Outcome; Randomized Controlled Trials as Topic; Metformin/therapeutic use; Combined Modality Therapy; Hypoglycemic Agents/therapeutic use; Hydroxymethylglutaryl-CoA Reductase Inhibitors/therapeutic use; Anti-Bacterial Agents/therapeutic use",Review
36141573,Periodontal Disease in Patients with Psoriasis: A Systematic Review.,2022 Sep 8,International journal of environmental research and public health,Nijakowski K; Gruszczynski D; Kolasinska J; Kopala D; Surdacka A,Journal Article; Meta-Analysis; Systematic Review,Humans; *Periodontal Diseases/complications/epidemiology; *Periodontitis/complications; *Psoriasis/complications/epidemiology,Review
32005169,Adjunctive subgingival application of Chlorhexidine gel in nonsurgical periodontal treatment for chronic periodontitis: a systematic review and meta-analysis.,2020 Jan 31,BMC oral health,Zhao H; Hu J; Zhao L,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review","Aged; Anti-Infective Agents, Local/administration & dosage/*therapeutic use; Chlorhexidine/*therapeutic use; Chronic Periodontitis/*drug therapy; *Dental Scaling; Humans; *Root Planing; Therapeutic Irrigation",Review
40736667,"The Effect of Probiotic Lactobacillus Strains on Porphyromonas gingivalis, the Etiological Factor of Periodontal Diseases-A Systematic Review.",2026 Mar,Probiotics and antimicrobial proteins,Kamianowski C; Kamianowski A; Nikitiuk J; Tomczyk TM; Kindeusz K; Sierpinska T; Kamianowska M,Journal Article; Review; Systematic Review,*Porphyromonas gingivalis/physiology/drug effects/growth & development; *Probiotics/pharmacology; Humans; *Periodontal Diseases/microbiology/therapy; *Lactobacillus/physiology; Animals; Biofilms/drug effects/growth & development,Review
34502159,Oral Microbiota Features in Subjects with Down Syndrome and Periodontal Diseases: A Systematic Review.,2021 Aug 26,International journal of molecular sciences,Contaldo M; Lucchese A; Romano A; Della Vella F; Di Stasio D; Serpico R; Petruzzi M,Journal Article; Systematic Review,Biofilms; Dental Plaque/microbiology; Down Syndrome/*complications; Gingivitis/etiology; Humans; *Microbiota; Mouth/*microbiology; Periodontal Diseases/*complications,Review
41274197,Effects of Different Treatment Sequences on the Efficacy of Combined Periodontal-Endodontic Lesions: A Systematic Review and Meta-Analysis.,2026 Feb,International dental journal,Fan Y; Sun F; Zhu Q; Wang J; Wang P; Zhou Y; Gao Y; Shou Y; Feng M; Hu M; Cai A; Chen M; Qian S,Journal Article; Meta-Analysis; Systematic Review,Humans; *Root Canal Therapy/methods; *Periodontal Diseases/therapy; Treatment Outcome,Review
28284417,Chlorhexidine mouthwash as an adjunct to mechanical therapy in chronic periodontitis: A meta-analysis.,2017 May,Journal of the American Dental Association (1939),da Costa LFNP; Amaral CDSF; Barbirato DDS; Leao ATT; Fogacci MF,Journal Article; Meta-Analysis; Systematic Review,Chlorhexidine/*therapeutic use; Chronic Periodontitis/*therapy; Combined Modality Therapy; Dental Scaling; Humans; Mouthwashes/*therapeutic use; Root Planing,Review
38852154,Efficacy of OFD with EMD for treatment of periodontal defects: A systematic review and meta-analysis.,2024 Oct,Oral diseases,Yang Z; Yu Q; Ren L; Wang H; Zhu L,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",Humans; *Dental Enamel Proteins/therapeutic use; Surgical Flaps; Periodontal Diseases/surgery/drug therapy; Debridement; Randomized Controlled Trials as Topic; Treatment Outcome; Gingival Recession/surgery/drug therapy,Review
39631968,LONG-TERM PREDICTIVE VALUE OF BLEEDING ON PROBING IN PERI‑IMPLANTITIS DIAGNOSIS: A SYSTEMATIC REVIEW AND META-ANALYSIS.,2024 Dec,The journal of evidence-based dental practice,Yu X; Lin X; Wang F; Wu Y,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",*Peri-Implantitis/diagnosis; Humans; Predictive Value of Tests; Periodontal Index; Dental Implants/adverse effects,Review
40743404,Effectiveness of Endoscope-Assisted Subgingival Debridement Versus Repeated Root Surface Debridement or Access Flap Periodontal Surgery in Step 3 Periodontal Therapy: A Systematic Review and Meta-Analysis.,2025 Aug,Clinical and experimental dental research,Ho KD; Fok MR; Li KY; Pelekos G; Leung WK,Comparative Study; Journal Article; Meta-Analysis; Systematic Review,Humans; *Surgical Flaps; *Periodontal Pocket/surgery; *Periodontal Debridement/methods; Randomized Controlled Trials as Topic; *Periodontitis/surgery; Treatment Outcome; *Endoscopy/methods; Tooth Root/surgery; *Debridement/methods,Review
33666703,"Association of IL-10 -1082A>G, -819C>T, and -592C>A polymorphisms with susceptibility to chronic and aggressive periodontitis: a systematic review and meta-analysis.",2021 May,Inflammation research : official journal of the European Histamine Research Society ... [et al.],Mashhadiabbas F; Dastgheib SA; Hashemzehi A; Bahrololoomi Z; Asadian F; Neamatzadeh H; Zare-Shehneh M; Daliri K,Journal Article; Meta-Analysis; Systematic Review,"Aggressive Periodontitis/*genetics; Chronic Periodontitis/*genetics; Gene Frequency; Genetic Predisposition to Disease; Humans; Interleukin-10/*genetics; Polymorphism, Genetic",Review
37277748,Periodontal health status in cirrhotic patients: a systematic review and meta-analysis.,2023 Jun 5,BMC oral health,Bie M; Wu P; Zhou J; Li Y; Zhao L,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",Humans; *Periodontitis/complications; *Periodontal Diseases/complications/epidemiology; *Gingival Diseases; *Alveolar Bone Loss/etiology; Liver Cirrhosis/complications,Review
41618286,Causal association between periodontitis and systemic diseases: a systematic review and meta-analysis of mendelian randomization studies.,2026 Jan 30,BMC oral health,Zhao Y; Zhang C; Chang X; Zhang J; Shu C; Lin C; Hou J,Journal Article; Meta-Analysis; Systematic Review,Humans; *Mendelian Randomization Analysis; *Periodontitis/complications; Depression/etiology; Stroke/etiology,Review
39515611,Periodontitis and atherosclerotic cardiovascular disease.,2024 Dec,Molecules and cells,Kim JY; Lee K; Lee MG; Kim SJ,Journal Article; Systematic Review,Humans; *Periodontitis/complications/epidemiology; *Atherosclerosis/epidemiology; Animals; Risk Factors; Cardiovascular Diseases/epidemiology/etiology,Review
40873154,Do Systemic Antibiotics Offer Benefits to the Surgical Treatment of Peri-Implantitis? A Systematic Review With Meta-Analyses.,2025 Dec,Journal of clinical periodontology,Antonoglou GN; Papageorgiou SN; Carrillo de Albornoz A; Payer M; Stavropoulos A,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",Humans; *Peri-Implantitis/surgery/drug therapy; *Anti-Bacterial Agents/therapeutic use; Treatment Outcome,Review
