Dataset,PMID,Title,Metric,Embedding_model,Value
Review,35119242,Is there an association between periodontal diseases and ABO blood group? Systematic review and meta-analysis.,min_local_similarity,MiniLM,0.0201066918671131
Review,40576216,The Impacts of Probiotics Supplementation on the Treatment of Periodontitis: An Umbrella Meta-Analysis.,min_local_similarity,MiniLM,0.0171525888144969
Review,26881700,Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,min_local_similarity,MiniLM,0.0328188426792621
Review,40218924,"The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",min_local_similarity,MiniLM,0.2100732028484344
Review,33904994,Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,min_local_similarity,MiniLM,-0.0688021704554557
Review,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,min_local_similarity,MiniLM,-0.0531463325023651
Review,35061134,Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,min_local_similarity,MiniLM,-0.0587962381541729
Review,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,min_local_similarity,MiniLM,0.0174657478928565
Review,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,min_local_similarity,MiniLM,-0.0175153147429227
Review,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,min_local_similarity,MiniLM,-0.1139104962348938
Review,34495401,Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,min_local_similarity,MiniLM,-0.0906987190246582
Review,41253726,"Depression is associated with periodontitis, dental caries and edentulism: A systematic review and meta-analysis of observational studies.",min_local_similarity,MiniLM,0.024785341694951
Review,24697584,Systematic review of the adjunctive use of diode and Nd:YAG lasers for nonsurgical periodontal instrumentation.,min_local_similarity,MiniLM,-0.0199724286794662
Review,26329272,Efficacy of adjunctive laser in non-surgical periodontal treatment: a systematic review and meta-analysis.,min_local_similarity,MiniLM,0.0856577605009079
Review,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,min_local_similarity,MiniLM,0.0754840523004531
Review,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,min_local_similarity,MiniLM,-0.0126792918890714
Review,27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",min_local_similarity,MiniLM,0.2113552689552307
Review,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,min_local_similarity,MiniLM,-0.0054974444210529
Review,32052179,Clinical efficacy of minimally invasive surgical (MIS) and non-surgical (MINST) treatments of periodontal intra-bony defect. A systematic review and network meta-analysis of RCT's.,min_local_similarity,MiniLM,0.0375764220952987
Review,32233092,Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review.,min_local_similarity,MiniLM,0.0724950954318046
Clinical,28321995,"Clinical and microbiological efficacy of 4% Garcinia mangostana L. pericarp gel as local drug delivery in the treatment of chronic periodontitis: A randomized, controlled clinical trial.",min_local_similarity,MiniLM,-0.0206280369311571
Clinical,28474968,Additive Effect of Plasma Rich in Growth Factors With Guided Tissue Regeneration in Treatment of Intrabony Defects in Patients With Chronic Periodontitis: A Split-Mouth Randomized Controlled Clinical Trial.,min_local_similarity,MiniLM,0.0308817215263843
Clinical,36414947,Effects of omega-3 supplementation as an adjunct to non-surgical periodontal therapy on periodontal parameters in periodontitis patients: a randomized clinical trial.,min_local_similarity,MiniLM,-0.0379314236342906
Clinical,27013640,Amoxicillin Plus Metronidazole Therapy for Patients with Periodontitis and Type 2 Diabetes: A 2-year Randomized Controlled Trial.,min_local_similarity,MiniLM,0.0693036913871765
Clinical,40631715,Evaluation of the periodontal status and systemic diseases in dental patients in Turkey.,min_local_similarity,MiniLM,-0.0617185235023498
Clinical,21059869,FGF-2 stimulates periodontal regeneration: results of a multi-center randomized clinical trial.,min_local_similarity,MiniLM,0.1909676194190979
Clinical,28025432,Visfatin levels in gingival crevicular fluid and serum before and after non-surgical treatment for periodontal diseases.,min_local_similarity,MiniLM,0.1297061890363693
Clinical,40123306,"Systemic Azithromycin as an Adjunct to Non-Surgical Subgingival Instrumentation in the Treatment of Stage III/IV, Grade C Periodontitis: 12-Month Clinical, Microbiological and Cytokine Results of a Randomised Controlled Trial.",min_local_similarity,MiniLM,-0.0284970700740814
Clinical,27145828,"The efficacy of Er,Cr:YSGG laser supported periodontal therapy on the reduction of peridodontal disease related oral malodor: a randomized clinical study.",min_local_similarity,MiniLM,-0.0291069410741329
Clinical,27477110,"Treatment of periodontal intrabony defects using autologous platelet-rich fibrin and titanium platelet-rich fibrin: a randomized, clinical, comparative study.",min_local_similarity,MiniLM,0.0863427594304084
Clinical,26811350,Periodontal disease and risk of all cancers among male never smokers: an updated analysis of the Health Professionals Follow-up Study.,min_local_similarity,MiniLM,-0.0467706955969333
Clinical,33687555,Changes in clinical parameters following adjunctive local sodium hypochlorite gel in minimally invasive nonsurgical therapy (MINST) of periodontal pockets: a 6-month randomized controlled clinical trial.,min_local_similarity,MiniLM,-0.0113362614065408
Clinical,25762359,Microbiologic Observations After Four Treatment Strategies Among Patients With Periodontitis Maintaining a High Standard of Oral Hygiene: Secondary Analysis of a Randomized Controlled Clinical Trial.,min_local_similarity,MiniLM,0.0034229047596454
Clinical,28667678,"Effects of photodynamic therapy in periodontal treatment: A randomized, controlled clinical trial.",min_local_similarity,MiniLM,0.138162299990654
Clinical,23969907,Treatment of intrabony defects with anorganic bone matrix/p-15 or guided tissue regeneration in patients with aggressive periodontitis.,min_local_similarity,MiniLM,0.1020741388201713
Clinical,37814261,Repurposing Metformin for periodontal disease management as a form of oral-systemic preventive medicine.,min_local_similarity,MiniLM,-0.0220005214214324
Clinical,25646170,Effect of a single session of antimicrobial photodynamic therapy using indocyanine green in the treatment of chronic periodontitis: a randomized controlled pilot trial.,min_local_similarity,MiniLM,-0.0348938107490539
Clinical,31589587,Antimicrobial Photodynamic Therapy Using a Chloro-Aluminum Phthalocyanine Adjuvant to Nonsurgical Periodontal Treatment Does Not Improve Clinical Parameters in Patients with Chronic Periodontitis.,min_local_similarity,MiniLM,0.3542484641075134
Clinical,39396137,Evaluation of a new mouthwash formulated with Chlorhexidine and Cymenol after a scaling and root planing treatment in grade I and II periodontal patients.,min_local_similarity,MiniLM,0.0006289333105087
Clinical,32660549,A decision support system based on support vector machine for diagnosis of periodontal disease.,min_local_similarity,MiniLM,0.103588730096817
Clinical,40875065,Efficacy of maxillary occlusal splints on mobile posterior teeth in patients with stage III or IV periodontitis during steps 1 and 2 of periodontal therapy: a randomized parallel-controlled clinical trial.,min_local_similarity,MiniLM,-0.044442169368267
Clinical,26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",min_local_similarity,MiniLM,0.0411714427173137
Clinical,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,min_local_similarity,MiniLM,-0.0965243130922317
Clinical,40604898,Frequency of periodontal disease in head and neck cancer patients after radiation therapy: a cross-sectional study.,min_local_similarity,MiniLM,0.0391718856990337
Clinical,38812644,The role of probiotics for preventing dysbiosis in periodontal disease: a randomized controlled trial.,min_local_similarity,MiniLM,0.0557177029550075
Clinical,36876718,Effect of antibiotics as an adjuvant to subgingival instrumentation on systemic inflammation in patients with periodontitis: a randomized clinical trial.,min_local_similarity,MiniLM,-0.0573967508971691
Clinical,29723659,Impact of green tea intake on clinical improvement in chronic periodontitis: A randomized clinical trial.,min_local_similarity,MiniLM,-0.0222664736211299
Clinical,31543299,Clinical outcomes of adjunctive indocyanine green-diode lasers therapy for treating refractory periodontitis: A randomized controlled trial with in vitro assessment.,min_local_similarity,MiniLM,-0.0331365577876567
Clinical,30834725,"Clinical effect of Lactobacillus on the treatment of severe periodontitis and halitosis: A double-blinded, placebo-controlled, randomized clinical trial.",min_local_similarity,MiniLM,0.0242568142712116
Clinical,40317015,"Evaluation of annexin A1, carbonic anhydrase 1, and elongation factor 1-gamma levels in periodontal diseases.",min_local_similarity,MiniLM,-0.0128588117659091
Clinical,20490384,Impact of periodontal disease on quality of life.,min_local_similarity,MiniLM,-0.0501250065863132
Clinical,30182639,Propolis as an adjuvant to non-surgical periodontal treatment: a clinical study with salivary anti-oxidant capacity assessment.,min_local_similarity,MiniLM,-0.0281347818672657
Clinical,27384040,Efficacy of antimicrobial photodynamic therapy as an adjuvant in periodontal treatment in Down syndrome patients.,min_local_similarity,MiniLM,0.0831725299358367
Clinical,28678950,Effect of 1% sodium alendronate in the non-surgical treatment of periodontal intraosseous defects: a 6-month clinical trial.,min_local_similarity,MiniLM,-0.0222898162901401
Clinical,35645071,Immediate effects of diode laser (970+/-15 nm) on microbial load in patients with chronic periodontitis: A split-mouth study.,min_local_similarity,MiniLM,-0.0468718856573104
Clinical,36841278,Effect of non-surgical periodontal therapy with adjunct photodynamic therapy on periodontal and glycemic statuses in prediabetic patients with periodontal disease.,min_local_similarity,MiniLM,-0.0900567024946212
